passenger_count,trip_distance,pickup_location,fare_amount,extra,tip_amount,total_amount,duration,pickupday,demand
1,0.9,Lower Manhattan,6.5,0.0,2.0,9.3,6.0,22,low
2,8.44,Lower Manhattan,26.5,0.5,5.0,32.8,24.0,25,low
1,1.0,Lower Manhattan,5.5,0.0,1.26,7.56,4.000000000000001,17,low
1,4.22,Lower Manhattan,14.0,0.0,2.96,17.76,11.0,21,low
2,5.4,Lower Manhattan,22.0,0.5,5.0,28.3,25.0,13,low
1,0.6,Lower Manhattan,7.0,0.0,0.0,7.8,9.0,16,low
6,2.98,Lower Manhattan,14.5,0.0,2.9,18.2,19.0,14,high
4,0.6,Lower Manhattan,7.5,0.0,1.66,9.96,10.0,14,medium
1,3.27,Lower Manhattan,12.5,0.0,0.0,13.3,12.0,27,low
5,1.0,Lower Manhattan,5.0,1.0,0.0,6.8,3.0,8,high
1,1.5,Lower Manhattan,9.0,0.0,1.96,11.76,11.0,31,low
1,2.7,Lower Manhattan,15.5,1.0,1.5,18.8,22.0,23,low
1,1.4,Lower Manhattan,9.0,0.0,2.45,12.25,10.0,21,low
1,1.8,Lower Manhattan,7.5,0.5,2.0,10.8,6.0,29,low
1,8.3,Lower Manhattan,28.0,0.5,0.0,29.3,31.000000000000004,8,low
1,1.4,Lower Manhattan,7.0,0.0,1.55,9.35,6.0,10,low
1,1.12,Lower Manhattan,5.5,0.0,1.0,7.3,4.000000000000001,3,low
2,0.3,Lower Manhattan,3.5,1.0,0.38,5.68,2.0000000000000004,27,low
2,1.17,Lower Manhattan,6.0,0.0,0.0,6.8,5.0,31,low
1,0.86,Lower Manhattan,5.0,0.5,1.1,7.4,3.0,7,low
1,8.8,Lower Manhattan,25.5,0.5,4.0,36.13,16.000000000000004,17,low
6,1.94,Lower Manhattan,10.0,0.0,2.16,12.96,11.0,24,high
1,3.35,Lower Manhattan,13.0,0.0,0.0,13.8,13.0,24,low
1,0.6,Lower Manhattan,4.0,1.0,1.5,7.3,1.0000000000000002,9,low
1,1.2,Lower Manhattan,5.5,0.0,1.25,7.55,4.000000000000001,17,low
1,1.7,Lower Manhattan,8.5,0.0,0.0,9.3,8.000000000000002,17,low
1,2.64,Lower Manhattan,11.5,0.0,0.0,12.3,13.0,23,low
1,2.63,Lower Manhattan,11.5,0.0,0.0,12.3,12.0,18,low
5,0.6,Lower Manhattan,5.0,0.0,0.0,5.8,5.0,22,high
1,0.2,Lower Manhattan,3.0,0.0,0.5,4.3,2.0000000000000004,11,low
1,1.1,Lower Manhattan,6.0,0.5,0.0,7.3,5.0,14,low
1,0.52,Lower Manhattan,4.0,0.0,1.0,5.8,3.0,26,low
6,4.04,Lower Manhattan,15.5,0.0,1.7,18.0,16.000000000000004,16,high
6,3.73,Lower Manhattan,12.0,0.0,0.0,12.8,9.0,11,high
1,1.5,Lower Manhattan,8.5,1.0,0.0,10.3,9.0,6,low
1,1.7,Lower Manhattan,9.0,0.5,2.05,12.35,10.0,24,low
1,2.3,Lower Manhattan,10.0,0.5,1.0,12.3,10.0,7,low
4,1.06,Lower Manhattan,7.5,1.0,1.0,10.3,8.000000000000002,15,medium
1,2.1,Lower Manhattan,10.0,0.0,2.16,12.96,12.0,31,low
1,1.54,Lower Manhattan,6.5,0.0,1.46,8.76,6.0,31,low
1,3.4,Lower Manhattan,11.5,0.5,2.55,15.35,9.0,25,low
4,3.02,Lower Manhattan,12.5,0.5,0.0,13.8,14.0,8,medium
2,0.46,Lower Manhattan,4.5,0.0,0.0,5.3,4.000000000000001,29,low
1,5.3,Lower Manhattan,16.5,1.0,3.65,21.95,11.0,10,low
1,0.79,Lower Manhattan,5.5,0.0,0.0,6.3,5.0,5,low
1,1.02,Lower Manhattan,5.5,0.0,0.0,6.3,5.0,26,low
1,1.7,Lower Manhattan,8.0,0.0,1.75,10.55,7.0,24,low
1,1.86,Lower Manhattan,9.0,0.5,1.9,12.2,9.0,18,low
1,1.2,Lower Manhattan,5.5,0.0,0.0,6.3,4.000000000000001,15,low
1,0.4,Lower Manhattan,3.5,1.0,1.05,6.35,2.0000000000000004,23,low
3,0.57,Lower Manhattan,5.0,1.0,1.0,7.8,4.000000000000001,16,medium
6,4.94,Lower Manhattan,18.5,1.0,4.88,25.18,22.0,16,high
2,2.44,Lower Manhattan,11.0,0.0,0.0,11.8,12.0,21,low
1,9.07,Lower Manhattan,27.0,0.5,3.0,36.63,19.0,9,low
1,0.8,Lower Manhattan,5.0,0.0,1.2,7.0,4.000000000000001,31,low
2,5.6,Lower Manhattan,22.5,0.0,4.65,27.95,29.0,21,low
1,4.9,Lower Manhattan,17.5,1.0,0.0,19.3,18.0,21,low
3,5.9,Lower Manhattan,19.5,0.5,0.0,20.8,17.000000000000004,31,medium
1,0.68,Lower Manhattan,5.0,1.0,0.0,6.8,4.000000000000001,22,low
1,1.4,Lower Manhattan,7.0,0.0,0.0,7.8,8.000000000000002,13,low
1,1.3,Lower Manhattan,8.5,1.0,2.06,12.36,10.0,20,low
5,1.32,Lower Manhattan,7.5,0.0,0.0,8.3,7.0,17,high
1,4.3,Lower Manhattan,14.5,0.5,1.0,16.8,12.0,17,low
1,8.7,Lower Manhattan,27.0,0.0,5.56,33.36,20.0,31,low
1,0.8,Lower Manhattan,5.0,0.5,0.0,6.3,4.000000000000001,30,low
1,7.04,Lower Manhattan,22.0,0.5,0.0,23.3,15.0,1,low
1,1.0,Lower Manhattan,6.0,1.0,1.55,9.35,6.0,16,low
1,0.7,Lower Manhattan,4.5,0.0,0.0,5.3,3.0,28,low
1,3.3,Lower Manhattan,11.5,0.0,2.0,14.3,9.0,1,low
2,3.1,Lower Manhattan,14.5,1.0,0.0,16.3,18.0,27,low
1,2.22,Lower Manhattan,10.0,0.0,1.6,12.4,10.0,19,low
2,0.5,Lower Manhattan,4.5,0.0,1.25,6.55,4.000000000000001,3,low
1,3.4,Lower Manhattan,16.0,0.0,2.5,19.3,23.0,6,low
1,11.45,Lower Manhattan,41.5,1.0,0.0,43.3,52.0,14,low
1,0.96,Lower Manhattan,6.5,0.5,0.0,7.8,6.0,14,low
1,1.6,Lower Manhattan,6.5,0.0,1.0,8.3,4.000000000000001,5,low
2,3.18,Lower Manhattan,13.0,0.5,2.7,17.0,13.0,8,low
1,3.4,Lower Manhattan,16.5,1.0,0.0,18.3,22.0,14,low
1,1.4,Lower Manhattan,7.5,0.0,2.05,10.35,8.000000000000002,11,low
1,2.0,Lower Manhattan,9.0,1.0,0.0,10.8,9.0,21,low
1,5.2,Lower Manhattan,19.5,0.0,2.7,23.0,19.0,13,low
1,1.0,Lower Manhattan,6.0,0.0,0.0,6.8,4.000000000000001,20,low
1,0.5,Lower Manhattan,4.5,0.0,1.05,6.35,4.000000000000001,23,low
1,1.4,Lower Manhattan,6.5,0.5,1.56,9.36,5.0,28,low
5,3.14,Lower Manhattan,11.5,0.5,2.0,14.8,13.0,11,high
1,4.1,Lower Manhattan,14.0,0.0,3.7,18.5,12.0,3,low
1,0.7,Lower Manhattan,6.0,0.0,0.0,6.8,6.0,26,low
1,1.0,Lower Manhattan,5.5,0.5,0.0,6.8,4.000000000000001,1,low
1,2.2,Lower Manhattan,10.5,0.0,1.36,12.66,12.0,21,low
2,1.7,Lower Manhattan,9.5,1.0,0.0,11.3,11.0,12,low
1,1.16,Lower Manhattan,10.0,0.0,2.16,12.96,14.0,30,low
1,1.48,Lower Manhattan,8.0,0.0,1.76,10.56,8.000000000000002,22,low
5,1.87,Lower Manhattan,9.5,0.5,2.16,12.96,12.0,29,high
1,1.35,Lower Manhattan,7.0,0.0,0.0,7.8,7.0,10,low
1,0.5,Lower Manhattan,4.0,0.5,1.0,6.3,3.0,1,low
1,6.0,Lower Manhattan,22.0,1.0,4.76,28.56,24.0,16,low
1,1.3,Lower Manhattan,6.0,0.0,1.7,8.5,5.0,3,low
2,0.8,Lower Manhattan,5.0,0.0,1.0,6.8,4.000000000000001,12,low
1,0.72,Lower Manhattan,5.0,0.5,0.0,6.3,5.0,1,low
1,2.84,Lower Manhattan,13.0,1.0,2.96,17.76,15.0,28,low
1,3.69,Lower Manhattan,15.5,0.0,0.0,16.3,18.0,3,low
2,2.7,Lower Manhattan,14.0,0.0,0.0,14.8,19.0,20,low
1,0.43,Lower Manhattan,4.5,1.0,0.0,6.3,3.0,5,low
1,2.81,Lower Manhattan,14.0,0.0,2.8,17.6,22.0,9,low
1,3.3,Lower Manhattan,16.5,0.0,3.46,20.76,23.0,9,low
5,2.44,Lower Manhattan,9.5,0.5,0.0,10.8,10.0,1,high
1,1.3,Lower Manhattan,7.5,0.5,1.0,9.8,9.0,27,low
1,1.13,Lower Manhattan,6.5,0.0,0.0,7.3,7.0,6,low
1,2.3,Lower Manhattan,11.0,0.0,2.0,13.8,12.0,31,low
1,2.1,Lower Manhattan,9.0,0.5,2.05,12.35,9.0,28,low
1,2.8,Lower Manhattan,11.5,0.0,0.0,12.3,11.0,24,low
1,1.1,Lower Manhattan,6.5,1.0,1.0,9.3,7.0,23,low
1,13.8,Lower Manhattan,42.0,0.5,8.6,51.9,38.0,3,low
1,4.24,Lower Manhattan,15.5,0.5,0.0,16.8,15.0,20,low
1,9.3,Lower Manhattan,30.0,0.0,0.0,30.8,29.0,4,low
1,15.5,Lower Manhattan,55.0,0.0,16.7,72.5,77.0,28,low
1,3.3,Lower Manhattan,14.5,0.0,0.0,15.3,17.000000000000004,8,low
1,4.02,Lower Manhattan,14.0,0.0,0.0,14.8,14.0,10,low
1,9.3,Lower Manhattan,28.0,0.0,6.8,40.93,19.0,3,low
1,1.9,Lower Manhattan,11.0,1.0,2.55,15.35,14.0,22,low
1,2.8,Lower Manhattan,13.0,1.0,2.95,17.75,17.000000000000004,6,low
1,3.7,Lower Manhattan,15.5,0.0,3.25,19.55,17.000000000000004,29,low
1,1.6,Lower Manhattan,8.0,0.0,2.6,11.4,8.000000000000002,9,low
1,0.9,Lower Manhattan,5.0,0.0,1.7,7.5,4.000000000000001,3,low
1,7.5,Lower Manhattan,27.5,0.0,2.0,30.3,30.0,29,low
1,3.57,Lower Manhattan,15.5,0.0,0.0,16.3,20.0,26,low
2,3.85,Lower Manhattan,22.0,0.0,0.0,22.8,33.00000000000001,28,low
1,0.6,Lower Manhattan,4.0,0.5,0.0,5.3,2.0000000000000004,26,low
1,1.5,Lower Manhattan,9.0,0.0,0.0,9.8,10.0,13,low
4,0.6,Lower Manhattan,4.0,0.0,0.0,4.8,2.0000000000000004,19,medium
3,2.7,Lower Manhattan,11.0,0.0,2.35,14.15,12.0,3,medium
5,2.96,Lower Manhattan,13.0,0.0,3.25,17.05,15.0,20,high
1,1.47,Lower Manhattan,7.5,0.0,0.0,8.3,8.000000000000002,6,low
1,1.71,Lower Manhattan,11.5,0.0,0.0,12.3,16.000000000000004,29,low
1,7.6,Lower Manhattan,24.5,0.0,3.5,28.8,21.0,1,low
1,3.8,Lower Manhattan,18.0,1.0,3.96,23.76,25.0,6,low
6,1.0,Lower Manhattan,5.0,0.0,1.16,6.96,3.0,28,high
1,1.9,Lower Manhattan,9.0,0.5,1.9,12.2,9.0,9,low
1,1.7,Lower Manhattan,8.5,0.0,0.0,9.3,9.0,1,low
1,0.94,Lower Manhattan,6.0,1.0,0.0,7.8,8.000000000000002,5,low
1,0.6,Lower Manhattan,6.0,0.0,0.0,6.8,6.0,26,low
1,0.3,Lower Manhattan,3.5,0.0,0.0,4.3,2.0000000000000004,16,low
1,1.2,Lower Manhattan,7.5,0.0,1.66,9.96,9.0,22,low
1,3.9,Lower Manhattan,14.0,0.5,3.62,18.92,14.0,7,low
1,1.2,Lower Manhattan,6.5,0.0,1.0,8.3,7.0,4,low
2,1.4,Lower Manhattan,6.5,0.0,1.5,8.8,4.000000000000001,4,low
1,2.0,Lower Manhattan,9.0,0.0,2.9,12.7,9.0,19,low
1,4.8,Lower Manhattan,21.0,0.0,0.0,21.8,27.0,2,low
1,3.08,Lower Manhattan,15.5,0.0,3.1,19.4,21.0,2,low
1,2.69,Lower Manhattan,12.0,0.0,2.56,15.36,14.0,31,low
5,0.89,Lower Manhattan,6.0,1.0,0.0,7.8,6.0,30,high
6,2.56,Lower Manhattan,10.5,1.0,0.0,12.3,11.0,12,high
2,1.05,Lower Manhattan,6.0,0.0,1.8,8.6,4.000000000000001,14,low
1,0.6,Lower Manhattan,5.0,0.0,1.45,7.25,4.000000000000001,10,low
1,1.6,Lower Manhattan,7.5,0.0,1.0,9.3,7.0,26,low
1,1.07,Lower Manhattan,6.0,0.0,0.0,6.8,5.0,13,low
1,1.1,Lower Manhattan,5.5,1.0,0.0,7.3,5.0,16,low
2,2.61,Lower Manhattan,15.0,0.0,3.75,19.55,22.0,5,low
1,3.75,Lower Manhattan,13.0,0.0,0.0,13.8,12.0,17,low
2,1.3,Lower Manhattan,6.5,0.0,1.2,8.5,6.0,3,low
1,9.6,Lower Manhattan,28.5,0.5,2.0,37.13,20.0,20,low
1,8.09,Lower Manhattan,27.5,0.0,5.5,33.8,27.0,6,low
1,0.8,Lower Manhattan,5.0,0.5,1.7,8.0,4.000000000000001,18,low
4,1.05,Lower Manhattan,8.5,0.0,2.55,11.85,10.0,19,medium
3,2.47,Lower Manhattan,10.5,0.0,0.0,11.3,11.0,12,medium
5,1.54,Lower Manhattan,9.0,0.0,0.0,9.8,11.0,13,high
5,0.58,Lower Manhattan,5.0,0.0,1.0,6.8,4.000000000000001,4,high
2,3.6,Lower Manhattan,14.5,0.0,0.0,15.3,16.000000000000004,4,low
1,0.6,Lower Manhattan,4.5,1.0,0.0,6.3,4.000000000000001,13,low
1,1.8,Lower Manhattan,8.5,0.5,1.96,11.76,8.000000000000002,13,low
2,0.41,Lower Manhattan,3.5,0.0,0.0,4.3,2.0000000000000004,11,low
1,4.4,Lower Manhattan,23.5,0.0,3.0,27.3,36.0,28,low
1,1.59,Lower Manhattan,11.0,1.0,0.0,12.8,14.0,20,low
1,1.33,Lower Manhattan,5.5,1.0,0.0,7.3,4.000000000000001,1,low
1,1.7,Lower Manhattan,7.5,0.0,2.49,10.79,8.000000000000002,7,low
1,7.1,Lower Manhattan,28.0,1.0,0.0,29.8,34.00000000000001,21,low
2,2.8,Lower Manhattan,14.0,0.0,0.0,14.8,19.0,15,low
3,2.35,Lower Manhattan,9.0,0.5,1.9,12.2,7.0,3,medium
1,0.6,Lower Manhattan,5.0,0.0,0.0,5.8,5.0,9,low
1,6.9,Lower Manhattan,31.0,0.0,0.0,31.8,45.0,31,low
3,1.02,Lower Manhattan,6.0,0.0,1.2,8.0,5.0,3,medium
3,1.73,Lower Manhattan,9.0,0.0,1.96,11.76,10.0,31,medium
1,0.42,Lower Manhattan,3.5,0.0,1.0,5.3,1.0000000000000002,6,low
1,3.2,Lower Manhattan,13.0,0.5,1.0,15.3,14.0,31,low
2,1.17,Lower Manhattan,6.0,0.5,1.3,8.6,5.0,13,low
1,5.35,Lower Manhattan,19.5,0.5,0.0,20.8,22.0,20,low
1,0.7,Lower Manhattan,5.0,0.0,1.45,7.25,5.0,17,low
1,1.34,Lower Manhattan,7.0,0.0,0.0,7.8,7.0,5,low
5,1.62,Lower Manhattan,6.5,0.5,0.0,7.8,4.000000000000001,16,high
1,1.08,Lower Manhattan,8.0,0.0,0.0,8.8,10.0,14,low
1,2.3,Lower Manhattan,10.5,0.5,2.2,14.0,12.0,31,low
1,4.15,Lower Manhattan,16.5,0.0,3.3,20.6,20.0,19,low
1,1.06,Lower Manhattan,5.5,0.0,1.38,7.68,4.000000000000001,15,low
2,3.8,Lower Manhattan,16.5,0.0,0.0,17.3,22.0,16,low
1,2.5,Lower Manhattan,16.0,0.0,1.0,17.8,25.0,20,low
1,0.0,Lower Manhattan,2.5,1.0,0.0,4.3,1.0000000000000002,15,low
1,0.2,Lower Manhattan,3.0,0.0,0.0,3.8,1.0000000000000002,10,low
1,2.9,Lower Manhattan,11.5,0.0,2.45,14.75,12.0,17,low
1,1.8,Lower Manhattan,10.0,0.0,2.16,12.96,12.0,7,low
3,4.81,Lower Manhattan,20.5,0.0,3.0,24.3,27.0,23,medium
1,1.19,Lower Manhattan,5.5,0.0,0.0,6.3,3.0,4,low
1,1.8,Lower Manhattan,8.0,0.0,1.75,10.55,7.0,4,low
1,0.59,Lower Manhattan,4.5,0.0,0.9,6.2,3.0,7,low
1,3.27,Lower Manhattan,15.5,0.0,3.26,19.56,22.0,29,low
5,5.85,Lower Manhattan,21.0,0.0,0.0,21.8,24.0,27,high
1,0.55,Lower Manhattan,4.5,0.0,1.35,6.65,3.0,20,low
1,1.04,Lower Manhattan,5.5,0.5,0.0,6.8,4.000000000000001,15,low
1,1.4,Lower Manhattan,7.0,0.0,1.0,8.8,7.0,3,low
1,0.9,Lower Manhattan,5.0,0.5,1.25,7.55,4.000000000000001,12,low
1,0.26,Lower Manhattan,3.0,1.0,0.96,5.76,0.0,28,low
1,1.9,Lower Manhattan,8.5,0.5,1.95,11.75,8.000000000000002,28,low
1,2.62,Lower Manhattan,13.0,0.0,0.0,13.8,16.000000000000004,10,low
1,1.4,Lower Manhattan,6.0,0.0,0.0,6.8,5.0,5,low
1,0.8,Lower Manhattan,5.0,1.0,1.35,8.15,4.000000000000001,28,low
2,0.68,Lower Manhattan,5.0,0.0,1.0,6.8,4.000000000000001,3,low
1,1.8,Lower Manhattan,10.0,1.0,2.0,13.8,12.0,12,low
1,2.6,Lower Manhattan,12.5,0.5,3.25,17.05,14.0,1,low
2,0.3,Lower Manhattan,3.5,0.0,0.0,4.3,2.0000000000000004,27,low
1,1.05,Lower Manhattan,5.5,0.0,1.1,7.4,4.000000000000001,8,low
1,7.5,Lower Manhattan,22.0,0.5,4.0,27.3,16.000000000000004,11,low
1,6.09,Lower Manhattan,22.0,0.5,5.62,28.92,24.0,1,low
1,1.05,Lower Manhattan,6.5,1.0,2.25,10.55,6.0,14,low
1,2.8,Lower Manhattan,13.0,0.0,1.75,15.55,15.0,16,low
1,2.3,Lower Manhattan,14.5,1.0,0.0,16.3,21.0,28,low
5,2.42,Lower Manhattan,10.0,0.0,1.0,11.8,10.0,28,high
1,6.81,Lower Manhattan,23.5,0.5,0.0,24.8,28.0,3,low
1,1.75,Lower Manhattan,7.0,0.0,0.0,7.8,5.0,2,low
1,2.5,Lower Manhattan,11.0,0.5,0.0,12.3,11.0,5,low
6,2.1,Lower Manhattan,9.0,0.5,1.9,12.2,8.000000000000002,5,high
1,1.4,Lower Manhattan,8.5,0.0,1.0,10.3,10.0,30,low
1,2.6,Lower Manhattan,10.5,0.0,2.8,14.1,10.0,24,low
1,0.64,Lower Manhattan,6.0,0.0,0.0,6.8,7.0,8,low
6,0.78,Lower Manhattan,6.0,0.0,1.5,8.0,42.0,9,high
1,2.9,Lower Manhattan,11.5,0.0,0.0,12.3,11.0,4,low
3,1.52,Lower Manhattan,6.5,0.5,1.4,9.2,6.0,4,medium
3,0.43,Lower Manhattan,4.5,1.0,1.7,8.0,4.000000000000001,15,medium
1,0.9,Lower Manhattan,6.5,0.0,0.0,7.3,8.000000000000002,23,low
3,4.9,Lower Manhattan,17.5,0.0,3.65,21.95,14.0,11,medium
1,3.1,Lower Manhattan,14.5,1.0,3.25,19.55,19.0,6,low
1,0.0,Lower Manhattan,2.5,0.0,0.0,3.3,0.0,28,low
1,2.08,Lower Manhattan,9.5,0.0,0.0,10.3,10.0,22,low
1,0.84,Lower Manhattan,4.5,0.0,0.9,6.2,2.0000000000000004,10,low
1,3.81,Lower Manhattan,12.5,0.0,0.0,13.3,11.0,30,low
1,0.4,Lower Manhattan,4.5,0.0,0.0,5.3,4.000000000000001,18,low
1,1.3,Lower Manhattan,6.0,1.0,0.0,7.8,6.0,7,low
1,0.95,Lower Manhattan,6.5,0.0,1.46,8.76,7.0,29,low
3,3.18,Lower Manhattan,15.0,0.0,0.0,15.8,20.0,7,medium
1,2.4,Lower Manhattan,9.5,0.5,0.0,10.8,11.0,23,low
6,2.92,Lower Manhattan,12.0,0.0,0.0,12.8,11.0,1,high
1,2.7,Lower Manhattan,14.5,0.0,1.5,16.8,20.0,12,low
1,1.18,Lower Manhattan,6.0,1.0,0.0,7.5,5.0,14,low
1,1.92,Lower Manhattan,8.5,1.0,0.0,10.3,9.0,30,low
1,1.13,Lower Manhattan,5.5,0.0,0.0,6.3,5.0,18,low
1,1.7,Lower Manhattan,7.5,0.0,0.0,8.3,7.0,25,low
1,1.6,Lower Manhattan,8.0,0.5,1.0,10.3,8.000000000000002,10,low
1,0.7,Lower Manhattan,5.0,1.0,0.0,6.8,4.000000000000001,6,low
1,2.66,Lower Manhattan,13.0,0.0,0.0,13.8,16.000000000000004,20,low
6,0.49,Lower Manhattan,4.5,0.0,1.12,6.42,3.0,5,high
1,2.62,Lower Manhattan,10.5,0.5,3.3,15.1,11.0,5,low
1,3.9,Lower Manhattan,13.0,0.0,0.0,13.8,9.0,7,low
1,1.0,Lower Manhattan,6.5,0.0,0.0,7.3,6.0,2,low
1,0.31,Lower Manhattan,4.0,0.5,0.0,5.3,3.0,12,low
1,1.5,Lower Manhattan,6.5,0.5,1.55,9.35,6.0,1,low
1,1.16,Lower Manhattan,7.0,0.0,0.0,7.8,8.000000000000002,19,low
1,8.4,Lower Manhattan,24.0,0.5,1.0,26.3,12.0,13,low
2,0.35,Lower Manhattan,3.0,0.5,1.0,5.3,1.0000000000000002,7,low
1,0.9,Lower Manhattan,5.5,0.0,0.0,6.3,5.0,23,low
1,2.79,Lower Manhattan,13.5,1.0,0.0,15.3,17.000000000000004,7,low
1,8.57,Lower Manhattan,27.0,0.0,0.0,33.13,25.0,6,low
1,4.2,Lower Manhattan,16.0,0.0,0.0,16.8,17.000000000000004,3,low
1,1.8,Lower Manhattan,8.5,0.0,2.32,11.62,8.000000000000002,22,low
1,1.5,Lower Manhattan,8.5,0.0,1.85,11.15,10.0,21,low
1,2.8,Lower Manhattan,11.5,0.0,0.0,12.3,13.0,21,low
5,1.38,Lower Manhattan,7.0,0.0,0.0,7.8,6.0,3,high
2,1.6,Lower Manhattan,8.5,0.0,1.0,10.3,9.0,18,low
1,1.4,Lower Manhattan,6.0,0.0,1.7,8.5,5.0,19,low
1,2.4,Lower Manhattan,10.0,0.0,2.15,12.95,10.0,6,low
1,3.24,Lower Manhattan,13.0,0.5,2.0,16.3,14.0,7,low
1,1.0,Lower Manhattan,5.5,0.5,0.0,6.8,5.0,24,low
5,0.94,Lower Manhattan,5.0,0.5,1.1,7.4,4.000000000000001,13,high
1,1.82,Lower Manhattan,8.0,0.0,1.76,10.56,7.0,27,low
1,0.4,Lower Manhattan,4.0,0.0,1.2,6.0,3.0,26,low
1,2.98,Lower Manhattan,13.5,0.0,0.0,14.3,16.000000000000004,3,low
1,0.69,Lower Manhattan,4.0,1.0,0.0,5.8,2.0000000000000004,30,low
1,1.93,Lower Manhattan,9.5,0.0,0.0,10.3,10.0,16,low
1,0.6,Lower Manhattan,3.5,0.0,0.0,4.3,1.0000000000000002,4,low
1,1.7,Lower Manhattan,9.0,0.0,1.0,10.8,10.0,24,low
3,1.5,Lower Manhattan,8.5,0.0,1.5,10.8,10.0,30,medium
1,4.0,Lower Manhattan,13.0,0.5,3.57,17.87,9.0,19,low
1,1.4,Lower Manhattan,8.0,0.0,2.0,10.8,9.0,14,low
2,0.71,Lower Manhattan,5.0,0.0,0.0,5.8,4.000000000000001,19,low
1,3.63,Lower Manhattan,16.0,0.5,1.0,18.3,19.0,23,low
1,0.8,Lower Manhattan,5.5,0.0,1.1,7.4,4.000000000000001,10,low
1,1.11,Lower Manhattan,6.5,0.5,1.56,9.36,5.0,31,low
5,2.54,Lower Manhattan,52.0,0.0,5.0,63.13,11.0,14,high
1,1.46,Lower Manhattan,7.5,0.0,1.88,10.18,8.000000000000002,8,low
1,6.5,Lower Manhattan,26.0,0.0,0.0,26.8,31.000000000000004,7,low
6,1.99,Lower Manhattan,8.5,0.0,1.0,10.3,8.000000000000002,10,high
1,1.29,Lower Manhattan,7.0,0.0,1.05,8.85,7.0,17,low
1,2.2,Lower Manhattan,9.5,0.5,3.0,13.8,8.000000000000002,10,low
1,0.6,Lower Manhattan,5.0,0.0,1.45,7.25,4.000000000000001,4,low
1,5.9,Lower Manhattan,18.5,0.0,0.0,19.3,15.0,10,low
1,1.47,Lower Manhattan,6.5,0.0,1.46,8.76,6.0,31,low
1,0.9,Lower Manhattan,5.0,0.0,0.0,5.8,3.0,18,low
1,0.55,Lower Manhattan,5.0,1.0,0.0,6.8,4.000000000000001,20,low
1,2.4,Lower Manhattan,10.0,0.0,0.0,10.8,11.0,2,low
1,0.6,Lower Manhattan,4.0,0.5,0.0,5.3,1.0000000000000002,29,low
5,1.44,Lower Manhattan,7.5,0.0,2.49,10.79,8.000000000000002,31,high
1,0.63,Lower Manhattan,4.0,1.0,1.0,6.8,2.0000000000000004,7,low
1,1.42,Lower Manhattan,7.0,0.0,1.56,9.36,6.0,24,low
4,1.0,Lower Manhattan,6.5,1.0,0.0,8.3,6.0,12,medium
2,1.08,Lower Manhattan,5.5,0.0,0.0,6.3,5.0,25,low
1,2.07,Lower Manhattan,8.5,0.5,0.0,9.8,8.000000000000002,10,low
1,0.18,Lower Manhattan,3.0,0.5,0.86,5.16,1.0000000000000002,26,low
5,2.96,Lower Manhattan,12.0,0.0,2.2,15.0,14.0,31,high
1,0.67,Lower Manhattan,4.5,0.0,0.0,5.3,3.0,3,low
5,0.76,Lower Manhattan,4.0,0.5,1.06,6.36,2.0000000000000004,31,high
1,1.71,Lower Manhattan,8.5,0.5,1.8,11.6,9.0,20,low
2,1.1,Lower Manhattan,7.5,0.0,1.0,9.3,9.0,13,low
1,2.2,Lower Manhattan,9.5,0.0,0.0,10.3,10.0,13,low
1,0.54,Lower Manhattan,4.0,0.5,0.9,6.2,3.0,15,low
1,7.7,Lower Manhattan,23.0,0.5,0.0,24.3,15.0,10,low
1,1.88,Lower Manhattan,9.5,0.0,0.0,10.3,11.0,24,low
2,2.3,Lower Manhattan,9.5,0.5,1.0,11.8,9.0,14,low
5,0.58,Lower Manhattan,4.5,0.0,2.0,7.3,3.0,11,high
1,0.0,Lower Manhattan,0.0,0.0,0.0,0.3,0.0,6,low
5,4.03,Lower Manhattan,13.5,0.5,0.0,14.8,9.0,10,high
6,1.04,Lower Manhattan,7.0,1.0,1.76,10.56,7.0,29,high
2,1.5,Lower Manhattan,7.5,0.0,1.0,9.3,9.0,18,low
1,0.73,Lower Manhattan,5.5,0.0,0.0,6.3,6.0,15,low
3,2.2,Lower Manhattan,9.5,0.0,2.5,12.8,9.0,11,medium
1,1.5,Lower Manhattan,9.0,0.0,0.0,9.8,10.0,15,low
3,2.47,Lower Manhattan,13.0,0.0,0.0,13.8,18.0,30,medium
1,5.64,Lower Manhattan,20.5,0.0,4.1,25.4,21.0,10,low
1,3.31,Lower Manhattan,13.5,0.0,2.7,17.0,16.000000000000004,10,low
1,2.6,Lower Manhattan,11.0,0.0,2.35,14.15,11.0,2,low
1,0.9,Lower Manhattan,5.5,0.0,1.85,8.15,4.000000000000001,8,low
1,0.6,Lower Manhattan,4.0,0.0,0.0,4.8,3.0,13,low
1,1.1,Lower Manhattan,6.5,1.0,0.0,8.3,6.0,8,low
2,1.13,Lower Manhattan,7.0,1.0,1.76,10.56,8.000000000000002,29,low
1,0.84,Lower Manhattan,4.5,0.5,0.0,5.8,3.0,3,low
1,2.4,Lower Manhattan,12.5,0.0,2.65,15.95,17.000000000000004,9,low
1,6.7,Lower Manhattan,20.5,0.5,0.0,21.8,13.0,24,low
1,2.6,Lower Manhattan,14.5,1.0,1.5,17.8,20.0,28,low
6,0.79,Lower Manhattan,5.0,0.0,0.0,5.8,3.0,30,high
1,1.3,Lower Manhattan,8.0,0.0,0.0,8.8,10.0,12,low
